client_id,year_month,invoiced_amt,paid_amt,late_pay_count,failed_pay_count,total_pay_count,ticket_count,escalated_ticket_count,total_usage,usage_infra,usage_cloud,usage_security,upgrade_amt,downgrade_amt,revenue_trend_3mo,usage_trend_3mo,late_payment_rate,sla_breach_rate,months_since_last_upgrade,is_declining_engagement_flag,services_count,client_name,industry,client_size,contract_start_date,contract_type,account_manager,region,nps_score,is_churned,churn_date,tenure_months
CLT001,2024-12,19191.121992749147,19191.121992749147,0.0,1.0,1.0,3.0,0.0,859844.2537559287,0.0,0.0,0.0,0.0,0.0,1.023482658293366,1.0020092499169413,0.0,0.0,10,0,1,"Rodriguez, Figueroa and Sanchez",Technology,Enterprise,2024-02-05,Annual,Charlie Brown,West,49,False,,28
CLT001,2025-01,19321.71461888009,19321.71461888009,1.0,0.0,1.0,0.0,0.0,817091.7454594498,0.0,0.0,0.0,0.0,0.0,1.030064036699817,1.022788261616325,0.3333333333333333,0.0,11,0,1,"Rodriguez, Figueroa and Sanchez",Technology,Enterprise,2024-02-05,Annual,Charlie Brown,West,49,False,,28
CLT001,2025-02,18873.707708178325,18873.707708178325,0.0,0.0,1.0,1.0,0.0,740545.1020062243,0.0,0.0,0.0,0.0,0.0,1.0198442470434765,0.998965912792056,0.3333333333333333,0.0,12,0,1,"Rodriguez, Figueroa and Sanchez",Technology,Enterprise,2024-02-05,Annual,Charlie Brown,West,49,False,,28
CLT001,2025-03,17630.52109607189,17630.52109607189,0.0,0.0,1.0,2.0,0.0,820573.2024637492,0.0,0.0,0.0,0.0,0.0,1.0180866272672797,0.9742780563921969,0.3333333333333333,0.0,13,0,1,"Rodriguez, Figueroa and Sanchez",Technology,Enterprise,2024-02-05,Annual,Charlie Brown,West,49,False,,28
CLT001,2025-04,19417.41531582836,19417.41531582836,0.0,0.0,1.0,1.0,0.0,779368.2588223835,0.0,0.0,0.0,0.0,0.0,0.9787108810873586,0.9417163577981648,0.0,0.0,14,0,1,"Rodriguez, Figueroa and Sanchez",Technology,Enterprise,2024-02-05,Annual,Charlie Brown,West,49,False,,28
CLT001,2025-05,17895.118412082626,17895.118412082626,0.0,0.0,1.0,0.0,0.0,828055.73148553,0.0,0.0,0.0,0.0,0.0,0.9790717032698801,0.937198145564012,0.0,0.0,15,0,1,"Rodriguez, Figueroa and Sanchez",Technology,Enterprise,2024-02-05,Annual,Charlie Brown,West,49,False,,28
CLT001,2025-06,18012.471800550644,18012.471800550644,0.0,0.0,1.0,0.0,0.0,887413.5269013766,0.0,0.0,0.0,1086.0640000287867,0.0,0.9574205151262036,1.0043500201696491,0.0,0.0,0,0,1,"Rodriguez, Figueroa and Sanchez",Technology,Enterprise,2024-02-05,Annual,Charlie Brown,West,49,False,,28
CLT001,2025-07,18499.1220536301,18212.54058364591,1.0,0.0,1.0,0.0,0.0,887499.1277495516,0.0,0.0,0.0,0.0,0.0,0.9910267903424068,1.0490400195236447,0.3333333333333333,0.0,1,0,1,"Rodriguez, Figueroa and Sanchez",Technology,Enterprise,2024-02-05,Annual,Charlie Brown,West,49,False,,28
CLT001,2025-08,18829.331323631563,18829.331323631563,0.0,0.0,1.0,1.0,0.0,836758.9822114247,0.0,0.0,0.0,0.0,0.0,0.9729097404475046,1.1121483998074608,0.3333333333333333,0.0,2,0,1,"Rodriguez, Figueroa and Sanchez",Technology,Enterprise,2024-02-05,Annual,Charlie Brown,West,49,False,,28
CLT001,2025-09,18828.617003456256,18828.617003456256,0.0,0.0,1.0,0.0,0.0,822088.2466065264,0.0,0.0,0.0,0.0,0.0,1.0072415040463996,1.0756485405491831,0.3333333333333333,0.0,3,0,1,"Rodriguez, Figueroa and Sanchez",Technology,Enterprise,2024-02-05,Annual,Charlie Brown,West,49,False,,28
CLT001,2025-10,18153.49038028406,18153.49038028406,0.0,0.0,1.0,3.0,0.0,830641.9920736951,0.0,0.0,0.0,0.0,0.0,1.015039580101411,1.0206461699420932,0.0,0.0,4,0,1,"Rodriguez, Figueroa and Sanchez",Technology,Enterprise,2024-02-05,Annual,Charlie Brown,West,49,False,,28
CLT001,2025-11,19263.566232796624,19263.566232796624,0.0,0.0,1.0,1.0,1.0,829144.1768942561,0.0,0.0,0.0,0.0,0.0,1.0258189914919664,0.9564039402671167,0.0,0.25,5,0,1,"Rodriguez, Figueroa and Sanchez",Technology,Enterprise,2024-02-05,Annual,Charlie Brown,West,49,False,,28
CLT001,2025-12,18499.1220536301,18974.63849837664,0.0,0.0,1.0,1.0,0.0,801581.7673440953,0.0,0.0,0.0,0.0,0.0,1.016348632333443,0.9503010947257472,0.0,0.2,6,0,1,"Rodriguez, Figueroa and Sanchez",Technology,Enterprise,2024-02-05,Annual,Charlie Brown,West,49,False,,28
CLT001,2026-01,18154.81283568961,18154.81283568961,0.0,0.0,1.0,0.0,0.0,818810.1003893433,0.0,0.0,0.0,0.0,0.0,0.9957103938582621,0.9666273128805587,0.0,0.5,7,0,1,"Rodriguez, Figueroa and Sanchez",Technology,Enterprise,2024-02-05,Annual,Charlie Brown,West,49,False,,28
CLT001,2026-02,18499.1220536301,19111.34896451964,0.0,0.0,1.0,1.0,0.0,743775.3632495614,0.0,0.0,0.0,0.0,0.0,1.0019003705548704,0.9839512555713569,0.0,0.0,8,0,1,"Rodriguez, Figueroa and Sanchez",Technology,Enterprise,2024-02-05,Annual,Charlie Brown,West,49,False,,28
CLT001,2026-03,18653.78403202121,18653.78403202121,0.0,0.0,1.0,0.0,0.0,812574.2678098731,0.0,0.0,0.0,0.0,0.0,0.9805742094754487,0.9525732712933294,0.0,0.0,9,0,1,"Rodriguez, Figueroa and Sanchez",Technology,Enterprise,2024-02-05,Annual,Charlie Brown,West,49,False,,28
CLT001,2026-04,17769.985143976308,17769.985143976308,0.0,0.0,1.0,2.0,0.0,831003.0784249019,0.0,0.0,0.0,0.0,0.0,0.9891183596612242,0.9649754904208115,0.0,0.0,10,0,1,"Rodriguez, Figueroa and Sanchez",Technology,Enterprise,2024-02-05,Annual,Charlie Brown,West,49,False,,28
CLT001,2026-05,18499.1220536301,18242.985797247708,0.0,0.0,1.0,2.0,0.0,837420.0714381628,0.0,0.0,0.0,0.0,0.0,0.98221290521698,0.9746142395904979,0.0,0.0,11,0,1,"Rodriguez, Figueroa and Sanchez",Technology,Enterprise,2024-02-05,Annual,Charlie Brown,West,49,False,,28
CLT001,2026-06,18958.197795257653,18958.197795257653,0.0,0.0,1.0,0.0,0.0,818139.0094570414,0.0,0.0,0.0,0.0,0.0,0.9958267823021982,1.0494170569487848,0.0,0.0,12,0,1,"Rodriguez, Figueroa and Sanchez",Technology,Enterprise,2024-02-05,Annual,Charlie Brown,West,49,False,,28
CLT002,2023-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5203.234263127329,0.0,0.0,5203.234263127329,0.0,0.0,1.0,1.0,0.0,0.0,0,0,2,Doyle Ltd,Healthcare,Small,2021-10-04,Annual,Charlie Brown,South,66,False,,56
CLT002,2023-07,2015.4030435026875,2015.4030435026875,0.0,0.0,1.0,0.0,0.0,812613.9096047198,0.0,0.0,812613.9096047198,0.0,0.0,1.0,1.0,0.0,0.0,1,0,2,Doyle Ltd,Healthcare,Small,2021-10-04,Annual,Charlie Brown,South,66,False,,56
CLT002,2023-08,2018.048991437534,2069.187275124247,0.0,0.0,1.0,2.0,0.0,784503.0347403692,0.0,0.0,784503.0347403692,0.0,0.0,1.0,1.0,0.0,0.0,2,0,2,Doyle Ltd,Healthcare,Small,2021-10-04,Annual,Charlie Brown,South,66,False,,56
CLT002,2023-09,2039.8740625501391,2039.8740625501391,0.0,0.0,1.0,1.0,0.0,820737.734264168,0.0,0.0,820737.7342641681,0.0,0.0,1.0,1.0,0.0,0.0,3,0,2,Doyle Ltd,Healthcare,Small,2021-10-04,Annual,Charlie Brown,South,66,False,,56
CLT002,2023-10,1969.1951045714093,2069.187275124247,0.0,0.0,1.0,1.0,0.0,846113.3521214819,0.0,0.0,846113.3521214819,0.0,0.0,1.0,154.89434432114408,0.0,0.0,4,0,2,Doyle Ltd,Healthcare,Small,2021-10-04,Annual,Charlie Brown,South,66,False,,56
CLT002,2023-11,2034.447645124579,2069.187275124247,0.0,0.0,1.0,3.0,0.0,782564.5349612103,0.0,0.0,782564.5349612103,0.0,0.0,1.9936849779632493,1.9982903183242133,0.0,0.0,5,0,2,Doyle Ltd,Healthcare,Small,2021-10-04,Annual,Charlie Brown,South,66,False,,56
CLT002,2023-12,2056.3948800062094,2056.3948800062094,0.0,0.0,1.0,2.0,0.0,820426.448991554,0.0,0.0,820426.448991554,0.0,0.0,1.4983485014557008,1.5286680240614803,0.0,0.0,6,0,2,Doyle Ltd,Healthcare,Small,2021-10-04,Annual,Charlie Brown,South,66,False,,56
CLT002,2024-01,1974.4009546743705,2069.187275124247,0.0,0.0,1.0,0.0,0.0,801547.349271489,0.0,0.0,801547.349271489,0.0,0.0,0.9978119950131356,1.0129245391550845,0.0,0.0,7,0,2,Doyle Ltd,Healthcare,Small,2021-10-04,Annual,Charlie Brown,South,66,False,,56
CLT002,2024-02,2020.0115842261823,2020.0115842261823,0.0,0.0,1.0,2.0,0.0,791371.5851698067,0.0,0.0,791371.5851698067,0.0,0.0,1.006325630300102,0.98090207061546,0.0,0.0,8,0,2,Doyle Ltd,Healthcare,Small,2021-10-04,Annual,Charlie Brown,South,66,False,,56
CLT002,2024-03,2117.088228887679,2117.088228887679,0.0,0.0,1.0,0.0,0.0,839449.4625890495,0.0,0.0,839449.4625890495,0.0,0.0,1.0012063516801775,0.9852739414251892,0.0,0.0,9,0,2,Doyle Ltd,Healthcare,Small,2021-10-04,Annual,Charlie Brown,South,66,False,,56
CLT002,2024-04,2124.668016605044,2124.668016605044,0.0,0.0,1.0,0.0,0.0,778593.5198050945,0.0,0.0,778593.5198050945,0.0,0.0,1.0084922142783068,0.9931665063029828,0.0,0.0,10,0,2,Doyle Ltd,Healthcare,Small,2021-10-04,Annual,Charlie Brown,South,66,False,,56
CLT002,2024-05,2069.187275124247,2033.020198274302,0.0,0.0,1.0,0.0,0.0,838295.7400068899,0.0,0.0,838295.7400068899,0.0,0.0,1.0324017247729782,1.002027929549852,0.0,0.0,11,0,2,Doyle Ltd,Healthcare,Small,2021-10-04,Annual,Charlie Brown,South,66,False,,56
CLT002,2024-06,2009.364221249639,2009.364221249639,0.0,0.0,1.0,1.0,0.0,837114.2539372781,0.0,0.0,837114.2539372781,0.0,0.0,1.0429919651544965,1.0178148305100982,0.0,0.0,12,0,2,Doyle Ltd,Healthcare,Small,2021-10-04,Annual,Charlie Brown,South,66,False,,56
CLT002,2024-07,2005.2767198966728,2005.2767198966728,0.0,0.0,1.0,1.0,0.0,816121.5299631729,0.0,0.0,816121.5299631729,0.0,0.0,1.0150075650279093,1.0088946710314652,0.0,0.0,13,0,2,Doyle Ltd,Healthcare,Small,2021-10-04,Annual,Charlie Brown,South,66,False,,56
CLT002,2024-08,2126.3569491556477,2126.3569491556477,0.0,0.0,1.0,0.0,0.0,845204.9266633013,0.0,0.0,845204.9266633013,0.0,0.0,0.9715831665613934,1.0340817049290174,0.0,0.0,14,0,2,Doyle Ltd,Healthcare,Small,2021-10-04,Annual,Charlie Brown,South,66,False,,56
CLT002,2024-09,2069.187275124247,2069.187275124247,0.0,0.0,1.0,0.0,0.0,822138.4763508171,0.0,0.0,822138.476350817,0.0,0.0,0.9730712801089373,1.0171401394191937,0.0,0.0,15,0,2,Doyle Ltd,Healthcare,Small,2021-10-04,Annual,Charlie Brown,South,66,False,,56
CLT002,2024-10,2161.938912929258,2161.938912929258,0.0,0.0,1.0,1.0,0.0,852157.8861193006,0.0,0.0,852157.8861193006,0.0,-528.2563414725562,0.9996133348501783,1.0120054511181271,0.0,0.0,16,0,2,Doyle Ltd,Healthcare,Small,2021-10-04,Annual,Charlie Brown,South,66,False,,56
CLT002,2024-11,2030.6396636542088,2030.6396636542088,0.0,0.0,1.0,1.0,0.0,766245.3911274426,0.0,0.0,766245.3911274425,0.0,0.0,1.0449807113564995,1.0112259327075317,0.0,0.0,17,0,2,Doyle Ltd,Healthcare,Small,2021-10-04,Annual,Charlie Brown,South,66,False,,56
CLT002,2024-12,1993.0340073803957,1993.0340073803957,0.0,0.0,1.0,1.0,0.0,785660.99835562,0.0,0.0,785660.99835562,0.0,0.0,1.0196658529384084,0.9768259632012131,0.0,0.0,18,0,2,Doyle Ltd,Healthcare,Small,2021-10-04,Annual,Charlie Brown,South,66,False,,56
CLT002,2025-01,1984.3332663371,2069.187275124247,0.0,0.0,1.0,0.0,0.0,785870.9390099164,0.0,0.0,785870.9390099164,0.0,0.0,0.9975473634298392,0.9680282752051025,0.0,0.0,19,0,2,Doyle Ltd,Healthcare,Small,2021-10-04,Annual,Charlie Brown,South,66,False,,56
CLT002,2025-02,1976.3415693284423,1976.3415693284423,0.0,0.0,1.0,1.0,0.0,791036.4295493977,0.0,0.0,791036.4295493976,0.0,0.0,0.9450291581912299,0.9278730431993772,0.0,0.0,20,0,2,Doyle Ltd,Healthcare,Small,2021-10-04,Annual,Charlie Brown,South,66,False,,56
CLT002,2025-03,1997.5726838115536,1997.5726838115536,0.0,0.0,1.0,0.0,0.0,857976.8276964402,0.0,0.0,857976.8276964402,0.0,0.0,0.9508034928233923,0.9680507876713492,0.0,0.0,21,0,2,Doyle Ltd,Healthcare,Small,2021-10-04,Annual,Charlie Brown,South,66,False,,56
CLT002,2025-04,2086.741976837206,2086.741976837206,0.0,0.0,1.0,2.0,0.0,793939.4018772679,0.0,0.0,793939.4018772679,0.0,0.0,0.9632429187246213,1.012819923729231,0.0,0.0,22,0,2,Doyle Ltd,Healthcare,Small,2021-10-04,Annual,Charlie Brown,South,66,False,,56
CLT002,2025-05,2136.656164737719,2136.656164737719,0.0,0.0,1.0,1.0,0.0,845040.8730423053,0.0,0.0,845040.8730423053,0.0,0.0,1.0087631877183767,1.044989456159166,0.0,0.0,23,0,2,Doyle Ltd,Healthcare,Small,2021-10-04,Annual,Charlie Brown,South,66,False,,56
CLT002,2025-06,2171.1116734423604,2171.1116734423604,0.0,0.0,1.0,2.0,0.0,830852.5088617777,0.0,0.0,830852.5088617777,0.0,0.0,1.0448899987194886,1.0568824748451897,0.0,0.0,24,0,2,Doyle Ltd,Healthcare,Small,2021-10-04,Annual,Charlie Brown,South,66,False,,56
CLT002,2025-07,2034.0699944844305,2034.0699944844305,0.0,0.0,1.0,0.0,0.0,831163.8217872095,0.0,0.0,831163.8217872095,0.0,0.0,1.0732199013408017,1.0143532852935422,0.0,0.0,25,0,2,Doyle Ltd,Healthcare,Small,2021-10-04,Annual,Charlie Brown,South,66,False,,56
CLT002,2025-08,1986.3259491267256,1986.3259491267256,0.0,0.0,1.0,1.0,0.0,819704.6692614447,0.0,0.0,819704.6692614447,0.0,0.0,1.0463945803915637,1.0262406004180191,0.0,0.0,26,0,2,Doyle Ltd,Healthcare,Small,2021-10-04,Annual,Charlie Brown,South,66,False,,56
CLT002,2025-09,2090.39020210182,2090.39020210182,0.0,0.0,1.0,1.0,0.0,836742.6192376633,0.0,0.0,836742.6192376633,0.0,0.0,0.9952638890038307,0.9938981319744663,0.0,0.0,27,0,2,Doyle Ltd,Healthcare,Small,2021-10-04,Annual,Charlie Brown,South,66,False,,56
CLT002,2025-10,2069.187275124247,2124.192281658585,0.0,0.0,1.0,0.0,0.0,857265.0801849144,0.0,0.0,857265.0801849143,0.0,0.0,0.9556301143462169,1.0071981903478293,0.0,0.0,28,0,2,Doyle Ltd,Healthcare,Small,2021-10-04,Annual,Charlie Brown,South,66,False,,56
CLT002,2025-11,2014.008842117516,2014.008842117516,0.0,0.0,1.0,0.0,0.0,820065.8618153658,0.0,0.0,820065.8618153658,0.0,0.0,0.9691044754719946,1.0026545724536844,0.0,0.0,29,0,2,Doyle Ltd,Healthcare,Small,2021-10-04,Annual,Charlie Brown,South,66,False,,56
CLT002,2025-12,2069.187275124247,2110.85724831453,0.0,0.0,1.0,0.0,0.0,812144.5767318755,0.0,0.0,812144.5767318755,0.0,0.0,0.9971055034058957,1.013036341042639,0.0,0.0,30,0,2,Doyle Ltd,Healthcare,Small,2021-10-04,Annual,Charlie Brown,South,66,False,,56
CLT002,2026-01,2069.187275124247,1968.559059219612,0.0,0.0,1.0,2.0,0.0,899636.9732349572,0.0,0.0,899636.9732349571,0.0,0.0,1.0068071841594746,1.000749477455752,0.0,0.0,31,0,2,Doyle Ltd,Healthcare,Small,2021-10-04,Annual,Charlie Brown,South,66,False,,56
CLT002,2026-02,2088.227283143871,2069.187275124247,0.0,0.0,1.0,1.0,0.0,732460.1200468388,0.0,0.0,732460.1200468388,0.0,0.0,1.0010543553264168,1.0072144463798258,0.0,0.0,32,0,2,Doyle Ltd,Healthcare,Small,2021-10-04,Annual,Charlie Brown,South,66,False,,56
CLT002,2026-03,2113.616622925441,2113.616622925441,0.0,0.0,1.0,0.0,0.0,827521.4890948522,0.0,0.0,827521.4890948522,0.0,0.0,1.0085874743311953,0.9722236086083789,0.0,0.0,33,0,2,Doyle Ltd,Healthcare,Small,2021-10-04,Annual,Charlie Brown,South,66,False,,56
CLT002,2026-04,2092.876526525224,2092.876526525224,0.0,0.0,1.0,2.0,1.0,820591.3899775059,0.0,0.0,820591.3899775059,0.0,0.0,1.0192848496689542,0.9880067363061624,0.0,0.3333333333333333,34,0,2,Doyle Ltd,Healthcare,Small,2021-10-04,Annual,Charlie Brown,South,66,False,,56
CLT002,2026-05,1992.083040737798,1992.083040737798,0.0,0.0,1.0,1.0,0.0,811746.0086813793,0.0,0.0,811746.0086813793,0.0,0.0,1.0231352682612627,0.9402513706161629,0.0,0.3333333333333333,35,0,2,Doyle Ltd,Healthcare,Small,2021-10-04,Annual,Charlie Brown,South,66,False,,56
CLT002,2026-06,2027.5516828490893,2027.5516828490893,0.0,0.0,1.0,0.0,0.0,797190.1774831645,0.0,0.0,797190.1774831646,0.0,0.0,0.9954990468390631,1.0063893918231004,0.0,0.3333333333333333,36,0,2,Doyle Ltd,Healthcare,Small,2021-10-04,Annual,Charlie Brown,South,66,False,,56
CLT003,2024-06,2599.76641957927,2599.76641957927,0.0,0.0,1.0,1.0,0.0,272093.8229319174,0.0,139477.39040649845,132616.43252541896,0.0,0.0,1.0,1.0,0.0,0.0,0,0,3,"Mcclain, Miller and Henderson",Retail,Small,2024-06-21,Annual,Bob Jones,West,79,False,,24
CLT003,2024-07,2409.8449686561685,2409.8449686561685,0.0,0.0,1.0,1.0,1.0,836193.0644903725,0.0,429959.46062847844,406233.6038618941,0.0,0.0,1.0,1.0,0.0,0.5,1,0,3,"Mcclain, Miller and Henderson",Retail,Small,2024-06-21,Annual,Bob Jones,West,79,False,,24
CLT003,2024-08,2590.052432623342,2590.052432623342,0.0,0.0,1.0,2.0,0.0,825903.0752341476,0.0,406881.4546961387,419021.6205380089,0.0,0.0,1.0,1.0,0.0,0.25,2,0,3,"Mcclain, Miller and Henderson",Retail,Small,2024-06-21,Annual,Bob Jones,West,79,False,,24
CLT003,2024-09,2450.476739686922,2450.476739686922,0.0,0.0,1.0,0.0,0.0,796524.7524171415,0.0,392033.9935203748,404490.75889676664,2491.271299309271,0.0,1.0,1.0,0.0,0.3333333333333333,0,0,3,"Mcclain, Miller and Henderson",Retail,Small,2024-06-21,Annual,Bob Jones,West,79,False,,24
CLT003,2024-10,2435.282284510625,2435.282284510625,0.0,0.0,1.0,0.0,0.0,835906.1099626203,0.0,435261.3274891522,400644.78247346805,0.0,0.0,0.9552619913410215,3.011976856180293,0.0,0.0,1,0,3,"Mcclain, Miller and Henderson",Retail,Small,2024-06-21,Annual,Bob Jones,West,79,False,,24
CLT003,2024-11,2549.72337277058,2549.72337277058,0.0,0.0,1.0,2.0,0.0,854077.0091864412,0.0,408846.77377776784,445230.2354086734,0.0,0.0,0.9948624590425078,1.478759074335363,0.0,0.0,2,0,3,"Mcclain, Miller and Henderson",Retail,Small,2024-06-21,Annual,Bob Jones,West,79,False,,24
CLT003,2024-12,2540.1133528072287,2511.5723710618745,0.0,0.0,1.0,4.0,1.0,878322.6837718943,0.0,447286.1145488409,431036.56922305335,0.0,0.0,0.9783962254435484,1.2855551520654187,0.0,0.16666666666666666,3,0,3,"Mcclain, Miller and Henderson",Retail,Small,2024-06-21,Annual,Bob Jones,West,79,False,,24
CLT003,2025-01,2628.749156297849,2628.749156297849,0.0,0.0,1.0,2.0,1.0,850903.0346691357,0.0,425801.039366242,425101.9953028936,0.0,0.0,1.0100323645105298,1.0446123723791143,0.0,0.25,4,0,3,"Mcclain, Miller and Henderson",Retail,Small,2024-06-21,Annual,Bob Jones,West,79,False,,24
CLT003,2025-02,2405.2632457241275,2405.2632457241275,0.0,0.0,1.0,0.0,0.0,766726.2764738112,0.0,382866.4352456966,383859.8412281147,0.0,0.0,1.032474658631641,1.0508347495437735,0.0,0.3333333333333333,5,0,3,"Mcclain, Miller and Henderson",Retail,Small,2024-06-21,Annual,Bob Jones,West,79,False,,24
CLT003,2025-03,2414.913548537856,2414.913548537856,0.0,0.0,1.0,1.0,0.0,858603.8431219964,0.0,445460.6162029152,413143.22691908124,0.0,0.0,1.0186461819770578,1.0037981473763402,0.0,0.3333333333333333,6,0,3,"Mcclain, Miller and Henderson",Retail,Small,2024-06-21,Annual,Bob Jones,West,79,False,,24
CLT003,2025-04,2419.989249583977,2419.989249583977,0.0,0.0,1.0,1.0,0.0,822046.4303079771,0.0,401609.82533248485,420436.6049754922,0.0,0.0,0.9898748366070418,0.9641504338964242,0.0,0.0,7,0,3,"Mcclain, Miller and Henderson",Retail,Small,2024-06-21,Annual,Bob Jones,West,79,False,,24
CLT003,2025-05,2395.5594025389014,2395.5594025389014,0.0,0.0,1.0,2.0,0.0,872197.2799940889,0.0,450743.9484321162,421453.33156197274,0.0,0.0,0.9380171646268658,0.9473827916991665,0.0,0.0,8,0,3,"Mcclain, Miller and Henderson",Retail,Small,2024-06-21,Annual,Bob Jones,West,79,False,,24
CLT003,2025-06,2614.0491816180647,2614.0491816180647,0.0,0.0,1.0,1.0,0.0,870190.8808686406,0.0,434222.6777104623,435968.2031581783,0.0,0.0,0.9546266374110104,1.022795133329943,0.0,0.0,9,0,3,"Mcclain, Miller and Henderson",Retail,Small,2024-06-21,Annual,Bob Jones,West,79,False,,24
CLT003,2025-07,2512.1979728036986,2512.1979728036986,0.0,0.0,1.0,1.0,0.0,893920.2666220891,0.0,451275.43593114347,442644.8306909456,0.0,0.0,0.9974052478240254,1.0356191971478328,0.0,0.0,10,0,3,"Mcclain, Miller and Henderson",Retail,Small,2024-06-21,Annual,Bob Jones,West,79,False,,24
CLT003,2025-08,2634.074197701844,2634.074197701844,0.0,0.0,1.0,1.0,0.0,857343.2588712581,0.0,432898.0582183049,424445.20065295324,0.0,0.0,1.03889973122289,1.0771977150751326,0.0,0.0,11,0,3,"Mcclain, Miller and Henderson",Retail,Small,2024-06-21,Annual,Bob Jones,West,79,False,,24
CLT003,2025-09,2423.45155029154,2511.5723710618745,0.0,0.0,1.0,1.0,0.0,821268.9451033736,0.0,413584.7864102789,407684.1586930947,0.0,0.0,1.0732815049381563,1.0268746376358842,0.0,0.0,12,0,3,"Mcclain, Miller and Henderson",Retail,Small,2024-06-21,Annual,Bob Jones,West,79,False,,24
CLT003,2025-10,2511.5723710618745,2481.672565375381,0.0,0.0,1.0,2.0,0.0,858406.8416350741,0.0,425121.65779390116,433285.1838411729,0.0,0.0,1.01886049422753,1.0031577640755176,0.0,0.0,13,0,3,"Mcclain, Miller and Henderson",Retail,Small,2024-06-21,Annual,Bob Jones,West,79,False,,24
CLT003,2025-11,2403.0998269803376,2403.0998269803376,0.0,0.0,1.0,2.0,0.0,840594.8562659279,0.0,433210.86089918815,407383.9953667397,0.0,0.0,1.0062872611435123,0.9623377216262059,0.0,0.0,14,0,3,"Mcclain, Miller and Henderson",Retail,Small,2024-06-21,Annual,Bob Jones,West,79,False,,24
